geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
"[-116.2398333, 34.6895, 2.68]",Point,ci37297847,,,37297847,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37297847.geojson,0.07318,,59.0,",ci37297847,",2.32,ml,,ci,25.0,"8km WSW of Ludlow, California",0.16,83,",ci,",reviewed,1453218479010,"M 2.3 - 8km WSW of Ludlow, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453225647540,http://earthquake.usgs.gov/earthquakes/eventpage/ci37297847,Feature
"[-150.821, 63.6001, 7.7]",Point,ak12472371,,,12472371,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12472371.geojson,,,,",ak12472371,",0.8,ml,,ak,,"96km WSW of Healy, Alaska",0.64,10,",ak,",reviewed,1453218463000,"M 0.8 - 96km WSW of Healy, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428191480,http://earthquake.usgs.gov/earthquakes/eventpage/ak12472371,Feature
"[-141.2618, 60.3836, 13.4]",Point,ak12483616,,,12483616,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483616.geojson,,,,",ak12483616,",0.8,ml,,ak,,"73km ENE of Cape Yakataga, Alaska",0.32,10,",ak,",reviewed,1453217874000,"M 0.8 - 73km ENE of Cape Yakataga, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428271033,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483616,Feature
"[-65.2675, 18.8665, 27]",Point,pr16019009,,1.0,16019009,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16019009.geojson,0.55605716,0.0,226.8,",pr16019009,us10004fmb,",3.0,Md,,pr,16.0,"62km N of Culebra, Puerto Rico",0.17,138,",pr,us,",REVIEWED,1453217870500,"M 3.0 - 62km N of Culebra, Puerto Rico",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-240,1453221761040,http://earthquake.usgs.gov/earthquakes/eventpage/pr16019009,Feature
"[-178.7961, 51.4181, 5.7]",Point,ak12483615,,,12483615,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483615.geojson,,,,",ak12483615,",2.1,ml,,ak,,"27km NE of Amatignak Island, Alaska",0.27,68,",ak,",reviewed,1453217524000,"M 2.1 - 27km NE of Amatignak Island, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-600,1453428269065,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483615,Feature
"[-122.7645, 38.8221667, 1.67]",Point,nc72581936,,,72581936,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72581936.geojson,0.009308,,52.0,",nc72581936,",1.36,md,,nc,24.0,"3km W of Cobb, California",0.04,28,",nc,",reviewed,1453217502470,"M 1.4 - 3km W of Cobb, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453496283783,http://earthquake.usgs.gov/earthquakes/eventpage/nc72581936,Feature
"[141.8803, 40.2686, 48.5]",Point,us10004fm4,,1.0,10004fm4,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004fm4.geojson,1.054,0.0,135.0,",us10004fm4,",4.5,mb,,us,,"41km SE of Hachinohe, Japan",1.08,312,",us,",reviewed,1453217024780,"M 4.5 - 41km SE of Hachinohe, Japan",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",540,1453221546321,http://earthquake.usgs.gov/earthquakes/eventpage/us10004fm4,Feature
"[-151.6452, 59.8697, 56.6]",Point,ak12472368,,,12472368,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12472368.geojson,,,,",ak12472368,",1.6,ml,,ak,,"14km NE of Anchor Point, Alaska",0.33,39,",ak,",reviewed,1453216727000,"M 1.6 - 14km NE of Anchor Point, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428294491,http://earthquake.usgs.gov/earthquakes/eventpage/ak12472368,Feature
"[-118.915, 34.7833333, 14.05]",Point,ci37297839,,,37297839,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37297839.geojson,0.04547,,66.0,",ci37297839,",1.69,ml,,ci,27.0,"5km SSE of Frazier Park, California",0.18,44,",ci,",reviewed,1453216432310,"M 1.7 - 5km SSE of Frazier Park, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,tectonic-summary,",-480,1453260127728,http://earthquake.usgs.gov/earthquakes/eventpage/ci37297839,Feature
"[-122.7976685, 38.8138351, 0.1]",Point,nc72581931,,,72581931,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72581931.geojson,0.006143,,228.0,",nc72581931,",1.07,md,,nc,8.0,"5km NW of The Geysers, California",0.05,18,",nc,",automatic,1453216404990,"M 1.1 - 5km NW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453219407262,http://earthquake.usgs.gov/earthquakes/eventpage/nc72581931,Feature
"[-121.1671667, 36.689, 14.21]",Point,nc72581926,,,72581926,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72581926.geojson,0.08826,,100.0,",nc72581926,",1.62,md,,nc,18.0,"22km SE of Ridgemark, California",0.14,40,",nc,",reviewed,1453215921700,"M 1.6 - 22km SE of Ridgemark, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453409611702,http://earthquake.usgs.gov/earthquakes/eventpage/nc72581926,Feature
"[-167.2763, 52.844, 25.3]",Point,ak12483613,,,12483613,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483613.geojson,,,,",ak12483613,",1.9,ml,,ak,,"107km E of Nikolski, Alaska",0.89,56,",ak,",reviewed,1453215908000,"M 1.9 - 107km E of Nikolski, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-660,1453428266714,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483613,Feature
"[-150.4349, 63.033, 100.3]",Point,ak12472087,,,12472087,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12472087.geojson,,,,",ak12472087,",1.4,ml,,ak,,"80km NNW of Talkeetna, Alaska",0.42,30,",ak,",reviewed,1453215798000,"M 1.4 - 80km NNW of Talkeetna, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428297560,http://earthquake.usgs.gov/earthquakes/eventpage/ak12472087,Feature
"[-144.358, 65.4263, 9.7]",Point,ak12472085,,,12472085,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12472085.geojson,,,,",ak12472085,",1.8,ml,,ak,,"16km ESE of Circle Hot Springs Station, Alaska",0.76,50,",ak,",reviewed,1453215199000,"M 1.8 - 16km ESE of Circle Hot Springs Station, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,",-540,1453430296837,http://earthquake.usgs.gov/earthquakes/eventpage/ak12472085,Feature
"[-113.9033333, 37.4901667, 0.5]",Point,uu60136397,,,60136397,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60136397.geojson,0.047,,227.0,",nn00527554,uu60136397,",1.23,md,,uu,4.0,"18km WSW of Enterprise, Utah",0.04,23,",nn,uu,",reviewed,1453215034490,"M 1.2 - 18km WSW of Enterprise, Utah",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-420,1453322911610,http://earthquake.usgs.gov/earthquakes/eventpage/uu60136397,Feature
"[-123.4676667, 39.8011667, 4.33]",Point,nc72581916,,,72581916,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72581916.geojson,0.01275,,71.0,",nc72581916,",2.22,md,,nc,18.0,"12km N of Laytonville, California",0.11,76,",nc,",reviewed,1453214738810,"M 2.2 - 12km N of Laytonville, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453358644567,http://earthquake.usgs.gov/earthquakes/eventpage/nc72581916,Feature
"[-151.1793, 62.8685, 106.4]",Point,ak12483610,,,12483610,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483610.geojson,,,,",ak12483610,",1.2,ml,,ak,,"81km NW of Talkeetna, Alaska",0.45,22,",ak,",reviewed,1453214399000,"M 1.2 - 81km NW of Talkeetna, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428264698,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483610,Feature
"[-152.0551, 60.9388, 84.4]",Point,ak12483609,,,12483609,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483609.geojson,,,,",ak12483609,",1.4,ml,,ak,,"50km NW of Nikiski, Alaska",0.34,30,",ak,",reviewed,1453214264000,"M 1.4 - 50km NW of Nikiski, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428263992,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483609,Feature
"[-116.237, 34.6908333, 2.32]",Point,ci37297831,,2.0,37297831,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37297831.geojson,0.07099,1.0,44.0,",ci37297831,",2.99,ml,,ci,32.0,"8km WSW of Ludlow, California",0.17,138,",ci,",reviewed,1453214068970,"M 3.0 - 8km WSW of Ludlow, California",0,earthquake,",cap,dyfi,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453218160260,http://earthquake.usgs.gov/earthquakes/eventpage/ci37297831,Feature
"[-147.4558, 63.4742, 0.4]",Point,ak12472080,,,12472080,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12472080.geojson,,,,",ak12472080,",1.6,ml,,ak,,"75km E of Cantwell, Alaska",0.65,39,",ak,",reviewed,1453213919000,"M 1.6 - 75km E of Cantwell, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428305601,http://earthquake.usgs.gov/earthquakes/eventpage/ak12472080,Feature
"[-115.045, 37.6636, 0]",Point,nn00527640,,,00527640,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00527640.geojson,0.257,,133.42,",nn00527640,",0.4,ml,,nn,4.0,"34km NNE of Alamo, Nevada",0.3367,2,",nn,",reviewed,1453213201205,"M 0.4 - 34km NNE of Alamo, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1453265884183,http://earthquake.usgs.gov/earthquakes/eventpage/nn00527640,Feature
"[-141.2339, 61.5694, 9.8]",Point,ak12472077,,,12472077,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12472077.geojson,,,,",ak12472077,",1.1,ml,,ak,,"170km E of Chitina, Alaska",0.53,19,",ak,",reviewed,1453212833000,"M 1.1 - 170km E of Chitina, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428311603,http://earthquake.usgs.gov/earthquakes/eventpage/ak12472077,Feature
"[-99.1484, 36.6328, 5]",Point,us10004fkt,,2.2,10004fkt,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004fkt.geojson,0.279,1.0,200.0,",us10004fkt,",2.6,mb_lg,,us,,"22km NNE of Mooreland, Oklahoma",0.58,104,",us,",reviewed,1453212544310,"M 2.6 - 22km NNE of Mooreland, Oklahoma",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-360,1453218239750,http://earthquake.usgs.gov/earthquakes/eventpage/us10004fkt,Feature
"[-178.6513, 51.4573, 64.9]",Point,ak12483606,,,12483606,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483606.geojson,,,,",ak12483606,",2.2,ml,,ak,,"38km NE of Amatignak Island, Alaska",0.28,74,",ak,",reviewed,1453212160000,"M 2.2 - 38km NE of Amatignak Island, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-600,1453428209493,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483606,Feature
"[-117.4207, 36.0221, 9.8]",Point,nn00527639,,,00527639,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00527639.geojson,0.45,,280.75,",nn00527639,",0.7,ml,,nn,6.0,"28km N of Searles Valley, California",0.1255,8,",nn,",reviewed,1453211627521,"M 0.7 - 28km N of Searles Valley, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1453265872861,http://earthquake.usgs.gov/earthquakes/eventpage/nn00527639,Feature
"[-178.0618, 51.5314, 10.3]",Point,ak12483605,,,12483605,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483605.geojson,,,,",ak12483605,",1.8,ml,,ak,,"39km S of Tanaga Volcano, Alaska",0.34,50,",ak,",reviewed,1453211384000,"M 1.8 - 39km S of Tanaga Volcano, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-600,1453428208756,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483605,Feature
"[-147.9281, 60.6937, 11.6]",Point,ak12471798,,,12471798,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12471798.geojson,,,,",ak12471798,",1.6,ml,,ak,,"42km ESE of Whittier, Alaska",0.58,39,",ak,",reviewed,1453211221000,"M 1.6 - 42km ESE of Whittier, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428309571,http://earthquake.usgs.gov/earthquakes/eventpage/ak12471798,Feature
"[-64.1508, 18.2502, 43]",Point,pr16019008,,1.0,16019008,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16019008.geojson,0.47161552,0.0,331.2,",pr16019008,us10004fm8,",2.8,Md,,pr,5.0,"52km ESE of Road Town, British Virgin Islands",0.15,121,",pr,us,",REVIEWED,1453210820400,"M 2.8 - 52km ESE of Road Town, British Virgin Islands",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-240,1453221941040,http://earthquake.usgs.gov/earthquakes/eventpage/pr16019008,Feature
"[-112.0775, 42.155, 9.77]",Point,uu60136392,,,60136392,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60136392.geojson,0.133,,239.0,",uu60136392,",1.28,md,,uu,7.0,"14km ESE of Malad City, Idaho",0.06,25,",uu,",reviewed,1453210646480,"M 1.3 - 14km ESE of Malad City, Idaho",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-420,1453323191920,http://earthquake.usgs.gov/earthquakes/eventpage/uu60136392,Feature
"[-116.794, 33.6826667, 8.87]",Point,ci37297815,,,37297815,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37297815.geojson,0.06909,,126.0,",ci37297815,",0.23,ml,,ci,20.0,"9km SW of Idyllwild, California",0.13,1,",ci,",reviewed,1453209676680,"M 0.2 - 9km SW of Idyllwild, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453246217414,http://earthquake.usgs.gov/earthquakes/eventpage/ci37297815,Feature
"[-169.4196, 52.6832, 10]",Point,ak12483603,,,12483603,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483603.geojson,,,,",ak12483603,",2.0,ml,,ak,,"46km SW of Nikolski, Alaska",0.44,62,",ak,",reviewed,1453209518000,"M 2.0 - 46km SW of Nikolski, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-600,1453430282104,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483603,Feature
"[-141.5237, 66.1964, 23.2]",Point,ak12483602,,,12483602,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483602.geojson,,,,",ak12483602,",2.3,ml,,ak,,"122km ENE of Circle, Alaska",0.38,81,",ak,",reviewed,1453209374000,"M 2.3 - 122km ENE of Circle, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,",-540,1453430287075,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483602,Feature
"[-156.0286667, 19.5733333, 32.811]",Point,hv61155781,,,61155781,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv61155781.geojson,0.1292,,258.0,",hv61155781,",1.89,md,,hv,12.0,"7km W of Kahaluu-Keauhou, Hawaii",0.15,55,",hv,",reviewed,1453209279770,"M 1.9 - 7km W of Kahaluu-Keauhou, Hawaii",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-600,1453227527300,http://earthquake.usgs.gov/earthquakes/eventpage/hv61155781,Feature
"[-122.8381653, 38.8395004, 1.25]",Point,nc72581911,,,72581911,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72581911.geojson,0.002281,,97.0,",nc72581911,",0.45,md,,nc,8.0,"9km NW of The Geysers, California",0.01,3,",nc,",automatic,1453208848210,"M 0.5 - 9km NW of The Geysers, California",0,earthquake,",general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453214944068,http://earthquake.usgs.gov/earthquakes/eventpage/nc72581911,Feature
"[-116.6998333, 33.6413333, 13.35]",Point,ci37297807,,,37297807,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37297807.geojson,0.03504,,66.0,",ci37297807,",0.71,ml,,ci,32.0,"10km NNW of Anza, California",0.1,8,",ci,",reviewed,1453208673080,"M 0.7 - 10km NNW of Anza, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453248054710,http://earthquake.usgs.gov/earthquakes/eventpage/ci37297807,Feature
"[-26.2559, -60.1862, 10]",Point,us10004fkm,,1.0,10004fkm,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004fkm.geojson,14.804,0.0,196.0,",us10004fkm,",4.7,mb,,us,,"129km S of Bristol Island, South Sandwich Islands",0.63,340,",us,",reviewed,1453208649730,"M 4.7 - 129km S of Bristol Island, South Sandwich Islands",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,",-120,1453216957828,http://earthquake.usgs.gov/earthquakes/eventpage/us10004fkm,Feature
"[-91.4117, 14.5783, 101.33]",Point,us10004fkk,,1.0,10004fkk,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004fkk.geojson,0.279,0.0,97.0,",us10004fkk,",4.6,mb,,us,,"4km E of San Pablo Jocopilas, Guatemala",1.19,326,",us,",reviewed,1453208435080,"M 4.6 - 4km E of San Pablo Jocopilas, Guatemala",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-360,1453216296850,http://earthquake.usgs.gov/earthquakes/eventpage/us10004fkk,Feature
"[-116.2356667, 34.6931667, 2.67]",Point,ci37297799,,,37297799,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37297799.geojson,0.0702,,60.0,",ci37297799,",1.49,ml,,ci,22.0,"8km WSW of Ludlow, California",0.13,34,",ci,",reviewed,1453207532700,"M 1.5 - 8km WSW of Ludlow, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453257339490,http://earthquake.usgs.gov/earthquakes/eventpage/ci37297799,Feature
"[-96.7324, 35.4946, 5]",Point,us10004fkh,,3.3,10004fkh,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us10004fkh.geojson,0.039,3.0,65.0,",us10004fkh,",2.8,mb_lg,,us,,"4km WNW of Prague, Oklahoma",0.5,122,",us,",reviewed,1453207268150,"M 2.8 - 4km WNW of Prague, Oklahoma",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-360,1453214400244,http://earthquake.usgs.gov/earthquakes/eventpage/us10004fkh,Feature
"[-64.3042, 19.0132, 65]",Point,pr16019007,,1.0,16019007,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr16019007.geojson,0.90101023,0.0,349.2,",pr16019007,",2.9,Md,,pr,3.0,"73km NNE of Road Town, British Virgin Islands",0.05,129,",pr,",REVIEWED,1453206996100,"M 2.9 - 73km NNE of Road Town, British Virgin Islands",0,earthquake,",cap,dyfi,geoserve,nearby-cities,origin,tectonic-summary,",-240,1453215893217,http://earthquake.usgs.gov/earthquakes/eventpage/pr16019007,Feature
"[-149.6973, 62.8458, 74.5]",Point,ak12483601,,,12483601,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak12483601.geojson,,,,",ak12483601,",1.0,ml,,ak,,"61km NNE of Talkeetna, Alaska",0.34,15,",ak,",reviewed,1453206970000,"M 1.0 - 61km NNE of Talkeetna, Alaska",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,tectonic-summary,",-540,1453428206761,http://earthquake.usgs.gov/earthquakes/eventpage/ak12483601,Feature
"[-113.9155, 37.4928333, 4.94]",Point,uu60136387,,1.0,60136387,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu60136387.geojson,0.056,0.0,121.0,",nn00527551,uu60136387,",2.63,ml,,uu,16.0,"18km WSW of Enterprise, Utah",0.17,106,",nn,uu,",reviewed,1453206640700,"M 2.6 - 18km WSW of Enterprise, Utah",0,earthquake,",cap,dyfi,general-link,geoserve,nearby-cities,origin,phase-data,tectonic-summary,",-420,1453265643980,http://earthquake.usgs.gov/earthquakes/eventpage/uu60136387,Feature
"[-115.9404, 37.5484, 0]",Point,nn00527638,,,00527638,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00527638.geojson,0.374,,320.6,",nn00527638,",0.1,ml,,nn,3.0,"71km WNW of Alamo, Nevada",0.2142,0,",nn,",reviewed,1453206488767,"M 0.1 - 71km WNW of Alamo, Nevada",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,",-480,1453265861359,http://earthquake.usgs.gov/earthquakes/eventpage/nn00527638,Feature
"[-116.2443333, 34.6915, 2.18]",Point,ci37297791,,,37297791,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci37297791.geojson,0.07707,,59.0,",ci37297791,",1.45,ml,,ci,15.0,"8km WSW of Ludlow, California",0.17,32,",ci,",reviewed,1453206417250,"M 1.5 - 8km WSW of Ludlow, California",0,earthquake,",cap,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453213044284,http://earthquake.usgs.gov/earthquakes/eventpage/ci37297791,Feature
"[-118.8468333, 37.4683333, 6.25]",Point,nc72581906,,,72581906,http://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc72581906.geojson,0.1014,,132.0,",nc72581906,",1.72,md,,nc,36.0,"22km SSE of Mammoth Lakes, California",0.05,46,",nc,",reviewed,1453206376000,"M 1.7 - 22km SSE of Mammoth Lakes, California",0,earthquake,",cap,focal-mechanism,general-link,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480,1453332486453,http://earthquake.usgs.gov/earthquakes/eventpage/nc72581906,Feature
